sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
Transaction successful. Rs.37252.00 transferred to SPOTIFY INDIA Ref No 955884858373,NaN,955884858373,37252.00,Debit,NaN,SPOTIFY INDIA,Entertainment,NaN
Dear UPI user A/C X6272 debited by 37218.00 on date 22Mar26 trf to MAMAEARTH INDIA Refno 381401642791 If not u? call-1800111109 - SBI,X6272,381401642791,37218.00,Debit,22Mar26,MAMAEARTH INDIA,Beauty,SBI
"Dear ICICI User, your A/c X5920-credited by Rs.29772.81 on 20Mar26 transfer from SPOTIFY INDIA Ref No 332547141128 -KOTAK",X5920,332547141128,29772.81,Credit,20Mar26,NaN,Miscellaneous,ICICI
Payment of Rs.12545.00 successful to VIJAY SALES via UPI Ref 717345571866,NaN,717345571866,12545.00,Debit,NaN,VIJAY SALES VIA UPI,Recharge,NaN
A/c XX6370 debited by Rs.25204.00 for HP PETROL PUMP on 30Jan26 UTR 596495933916,XX6370,596495933916,25204.00,Debit,30Jan26,HP PETROL PUMP,Fuel,NaN
UPI Txn Successful. Rs.33216.00 debited from A/c XX5577 towards Amit Kumar Ref 487038062939,XX5577,487038062939,33216.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X1438-credited by Rs.3642.71 on 01Sep26 transfer from SPOTIFY INDIA Ref No 722733099666 -KOTAK",X1438,722733099666,3642.71,Credit,01Sep26,NaN,Miscellaneous,HDFC
A/c XX7773 debited by Rs.30079.00 for SHELL INDIA on 13May26 UTR 742921173014,XX7773,742921173014,30079.00,Debit,13May26,SHELL INDIA,Fuel,NaN
Transaction successful. Rs.6854.00 transferred to HP PETROL PUMP Ref No 246762903047,NaN,246762903047,6854.00,Debit,NaN,HP PETROL PUMP,Fuel,NaN
"Dear HDFC User, your A/c X2930-credited by Rs.5725.86 on 07Nov26 transfer from CRED PAYMENTS Ref No 167681557711 -KOTAK",X2930,167681557711,5725.86,Credit,07Nov26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.7016.00 debited from A/c XX2865 towards HDFC LIFE INSURANCE Ref 459863425814,XX2865,459863425814,7016.00,Debit,NaN,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X5119-credited by Rs.35959.65 on 20Dec26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 122204196162 -AXIS",X5119,122204196162,35959.65,Credit,20Dec26,NaN,Miscellaneous,SBI
Dear UPI user A/C X3457 debited by 48188.00 on date 14Jun26 trf to DMART READY Refno 607641572237 If not u? call-1800111109 - SBI,X3457,607641572237,48188.00,Debit,14Jun26,DMART READY,Groceries,SBI
Dear UPI user A/C X2249 debited by 47289.00 on date 16Apr26 trf to AMAZON PAY Refno 690976629991 If not u? call-1800111109 - SBI,X2249,690976629991,47289.00,Debit,16Apr26,AMAZON PAY,Shopping,SBI
"Dear PNB User, your A/c X2788-credited by Rs.40604.34 on 13Jul26 transfer from PAYTM PAYMENTS BANK Ref No 753178321013 -ICICI",X2788,753178321013,40604.34,Credit,13Jul26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X7762-credited by Rs.8116.85 on 17Jul26 transfer from PHONEPE PRIVATE LIMITED Ref No 215685937428 -HDFC",X7762,215685937428,8116.85,Credit,17Jul26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X3438-credited by Rs.21670.89 on 28Apr26 transfer from UNACADEMY Ref No 405964388809 -PNB",X3438,405964388809,21670.89,Credit,28Apr26,NaN,Miscellaneous,PNB
"Dear KOTAK User, your A/c X8658-credited by Rs.8791.45 on 05Dec26 transfer from BIGBASKET ONLINE Ref No 474185048078 -SBI",X8658,474185048078,8791.45,Credit,05Dec26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X1079-credited by Rs.3508.44 on 03Oct26 transfer from SPOTIFY INDIA Ref No 442900998516 -HDFC",X1079,442900998516,3508.44,Credit,03Oct26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X9324-credited by Rs.26720.28 on 01Aug26 transfer from NETFLIX INDIA Ref No 622611736231 -SBI",X9324,622611736231,26720.28,Credit,01Aug26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X5175-credited by Rs.25793.97 on 18Apr26 transfer from BYJUS LEARNING Ref No 295212583395 -KOTAK",X5175,295212583395,25793.97,Credit,18Apr26,NaN,Miscellaneous,PNB
"Dear PNB User, your A/c X7015-credited by Rs.23222.95 on 04Oct26 transfer from AMAZON PAY INDIA Ref No 775313786475 -HDFC",X7015,775313786475,23222.95,Credit,04Oct26,NaN,Miscellaneous,HDFC
INR 47700.00 spent using UPI at AMAZON PAY Ref No 204595275359 on 16Feb26. Avl Bal XXXX,NaN,204595275359,47700.00,Debit,16Feb26,AMAZON PAY,Shopping,NaN
"Dear SBI User, your A/c X5169-credited by Rs.24685.61 on 20Sep26 transfer from PAYTM PAYMENTS BANK Ref No 728694896038 -HDFC",X5169,728694896038,24685.61,Credit,20Sep26,NaN,Miscellaneous,SBI
Dear UPI user A/C X4818 debited by 41669.00 on date 16May26 trf to ZERODHA FUNDING Refno 520781549224 If not u? call-1800111109 - SBI,X4818,520781549224,41669.00,Debit,16May26,ZERODHA FUNDING,Finance,SBI
"Dear ICICI User, your A/c X9016-credited by Rs.7768.45 on 08Aug26 transfer from CRED PAYMENTS Ref No 619185366103 -HDFC",X9016,619185366103,7768.45,Credit,08Aug26,NaN,Miscellaneous,HDFC
INR 4356.00 spent using UPI at MYNTRA DESIGNS Ref No 909073809594 on 20Jun26. Avl Bal XXXX,NaN,909073809594,4356.00,Debit,20Jun26,MYNTRA DESIGNS,Shopping,NaN
Payment of Rs.32200.00 successful to MYNTRA DESIGNS via UPI Ref 721743338555,NaN,721743338555,32200.00,Debit,NaN,MYNTRA DESIGNS VIA UPI,Shopping,NaN
INR 22525.00 spent using UPI at BLINKIT GROCERIES Ref No 504964041182 on 18Jan26. Avl Bal XXXX,NaN,504964041182,22525.00,Debit,18Jan26,BLINKIT GROCERIES,Groceries,NaN
Dear UPI user A/C X3599 debited by 866.00 on date 20May26 trf to NETFLIX INDIA Refno 906738550335 If not u? call-1800111109 - SBI,X3599,906738550335,866.00,Debit,20May26,NETFLIX INDIA,Entertainment,SBI
Your A/c XX5023 is debited by Rs.29038.00 on 17Mar26 towards OLA CABS - ICICI Bank,XX5023,NaN,29038.00,Debit,17Mar26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3551-credited by Rs.40064.14 on 12May26 transfer from PHYSICS WALLAH Ref No 505090690931 -HDFC",X3551,505090690931,40064.14,Credit,12May26,NaN,Miscellaneous,HDFC
Payment of Rs.38708.00 successful to HDFC LIFE INSURANCE via UPI Ref 172093503593,NaN,172093503593,38708.00,Debit,NaN,HDFC LIFE INSURANCE VIA UPI,Recharge,HDFC
"Dear ICICI User, your A/c X7193-credited by Rs.42128.31 on 26Sep26 transfer from CRED PAYMENTS Ref No 273166836743 -HDFC",X7193,273166836743,42128.31,Credit,26Sep26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X5489-credited by Rs.8017.08 on 14Aug26 transfer from ZOMATO LIMITED Ref No 143306243708 -PNB",X5489,143306243708,8017.08,Credit,14Aug26,LIMITED,Miscellaneous,SBI
"Dear PNB User, your A/c X8771-credited by Rs.9806.44 on 25Apr26 transfer from FLIPKART INTERNET PVT LTD Ref No 926465796591 -AXIS",X8771,926465796591,9806.44,Credit,25Apr26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X5463-credited by Rs.49957.1 on 26Sep26 transfer from SWIGGY LIMITED Ref No 396798094880 -ICICI",X5463,396798094880,49957.1,Credit,26Sep26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X5757-credited by Rs.35259.29 on 10Apr26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 321729402993 -PNB",X5757,321729402993,35259.29,Credit,10Apr26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X2544-credited by Rs.21484.78 on 26Sep26 transfer from ANGEL ONE LIMITED Ref No 110420810972 -PNB",X2544,110420810972,21484.78,Credit,26Sep26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X8487-credited by Rs.20293.11 on 27Nov26 transfer from ZOMATO LIMITED Ref No 431107895429 -KOTAK",X8487,431107895429,20293.11,Credit,27Nov26,LIMITED,Miscellaneous,PNB
"Dear PNB User, your A/c X8854-credited by Rs.3544.6 on 26Feb26 transfer from PAYTM PAYMENTS BANK Ref No 349960273244 -PNB",X8854,349960273244,3544.6,Credit,26Feb26,NaN,Miscellaneous,PNB
Rs.19699.00 debited from A/c XX4368 on 17Jun26 towards Priya Singh UPI Ref 965616278014. HDFC Bank,XX4368,965616278014,19699.00,Debit,17Jun26,PRIYA SINGH,Personal Transfer,HDFC
"Dear KOTAK User, your A/c X3462-credited by Rs.644.84 on 12Dec26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 241134971738 -AXIS",X3462,241134971738,644.84,Credit,12Dec26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X2921-credited by Rs.45019.36 on 25Jul26 transfer from ZOMATO LIMITED Ref No 923228750026 -PNB",X2921,923228750026,45019.36,Credit,25Jul26,LIMITED,Miscellaneous,PNB
"Dear KOTAK User, your A/c X8435-credited by Rs.46526.75 on 07Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 645673896237 -SBI",X8435,645673896237,46526.75,Credit,07Mar26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X4448-credited by Rs.2777.58 on 22Mar26 transfer from SPOTIFY INDIA Ref No 426556478736 -KOTAK",X4448,426556478736,2777.58,Credit,22Mar26,NaN,Miscellaneous,SBI
"Dear ICICI User, your A/c X4001-credited by Rs.27688.49 on 22Sep26 transfer from GROWW INVESTMENTS Ref No 259834811430 -SBI",X4001,259834811430,27688.49,Credit,22Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X4490-credited by Rs.33514.09 on 13Oct26 transfer from SPOTIFY INDIA Ref No 508502595297 -PNB",X4490,508502595297,33514.09,Credit,13Oct26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X6519-credited by Rs.21623.85 on 05Jun26 transfer from ZOMATO LIMITED Ref No 212935795243 -ICICI",X6519,212935795243,21623.85,Credit,05Jun26,LIMITED,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X7603-credited by Rs.4559.01 on 18May26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 316736063716 -SBI",X7603,316736063716,4559.01,Credit,18May26,NaN,Miscellaneous,SBI
A/c XX5035 debited by Rs.9539.00 for SHELL INDIA on 27Jan26 UTR 192332210830,XX5035,192332210830,9539.00,Debit,27Jan26,SHELL INDIA,Fuel,NaN
"Dear HDFC User, your A/c X9809-credited by Rs.1555.67 on 14Jan26 transfer from PAYTM PAYMENTS BANK Ref No 334527326586 -ICICI",X9809,334527326586,1555.67,Credit,14Jan26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X5120-credited by Rs.38205.79 on 27Jan26 transfer from NETFLIX INDIA Ref No 747356947001 -AXIS",X5120,747356947001,38205.79,Credit,27Jan26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X9145-credited by Rs.31033.82 on 03Jul26 transfer from AMAZON PAY INDIA Ref No 197556639764 -KOTAK",X9145,197556639764,31033.82,Credit,03Jul26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X4896-credited by Rs.26146.29 on 11Jun26 transfer from SPOTIFY INDIA Ref No 820130392645 -ICICI",X4896,820130392645,26146.29,Credit,11Jun26,NaN,Miscellaneous,ICICI
A/c XX5659 debited by Rs.29127.00 for VIJAY SALES on 27Jun26 UTR 309630845586,XX5659,309630845586,29127.00,Debit,27Jun26,VIJAY SALES,Recharge,NaN
A/c XX7531 debited by Rs.15335.00 for CULT FIT on 25Jan26 UTR 919320333718,XX7531,919320333718,15335.00,Debit,25Jan26,CULT FIT,Fitness,NaN
"Dear AXIS User, your A/c X4159-credited by Rs.49458.97 on 02Sep26 transfer from UNACADEMY Ref No 809325813381 -SBI",X4159,809325813381,49458.97,Credit,02Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X6631-credited by Rs.7693.34 on 04Jan26 transfer from BIGBASKET ONLINE Ref No 212789557156 -PNB",X6631,212789557156,7693.34,Credit,04Jan26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.25050.00 debited from A/c XX6806 towards RAPIDO RIDE Ref 235067114012,XX6806,235067114012,25050.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear SBI User, your A/c X1620-credited by Rs.11624.64 on 07Nov26 transfer from PHONEPE PRIVATE LIMITED Ref No 976515564401 -PNB",X1620,976515564401,11624.64,Credit,07Nov26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X1531-credited by Rs.38358.29 on 11Nov26 transfer from PAYTM PAYMENTS BANK Ref No 852157498838 -PNB",X1531,852157498838,38358.29,Credit,11Nov26,NaN,Miscellaneous,AXIS
Dear UPI user A/C X1304 debited by 1289.00 on date 25Jan26 trf to ZOMATO Refno 719378775089 If not u? call-1800111109 - SBI,X1304,719378775089,1289.00,Debit,25Jan26,ZOMATO,Food,SBI
UPI Txn Successful. Rs.43718.00 debited from A/c XX7972 towards RAPIDO RIDE Ref 476641684877,XX7972,476641684877,43718.00,Debit,NaN,NaN,Miscellaneous,NaN
Your A/c XX7152 is debited by Rs.44923.00 on 27Feb26 towards PHYSICS WALLAH - ICICI Bank,XX7152,NaN,44923.00,Debit,27Feb26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X4940-credited by Rs.17509.14 on 17Jul26 transfer from AMAZON PAY INDIA Ref No 790510471385 -SBI",X4940,790510471385,17509.14,Credit,17Jul26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X1599-credited by Rs.16350.26 on 06Jan26 transfer from ZERODHA BROKING LTD Ref No 310172869325 -SBI",X1599,310172869325,16350.26,Credit,06Jan26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X9665-credited by Rs.32304.55 on 08Nov26 transfer from SWIGGY LIMITED Ref No 777058885370 -ICICI",X9665,777058885370,32304.55,Credit,08Nov26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X9461-credited by Rs.28596.79 on 26Apr26 transfer from GROWW INVESTMENTS Ref No 257435023900 -KOTAK",X9461,257435023900,28596.79,Credit,26Apr26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X9035-credited by Rs.19374.52 on 16Dec26 transfer from BLINKIT GROCERIES Ref No 746237797313 -SBI",X9035,746237797313,19374.52,Credit,16Dec26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X3468-credited by Rs.32202.66 on 06Jan26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 356014623037 -SBI",X3468,356014623037,32202.66,Credit,06Jan26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X1578-credited by Rs.22304.96 on 24Jun26 transfer from ANGEL ONE LIMITED Ref No 524507741433 -KOTAK",X1578,524507741433,22304.96,Credit,24Jun26,NaN,Miscellaneous,PNB
"Dear KOTAK User, your A/c X2225-credited by Rs.27594.58 on 05Sep26 transfer from BIGBASKET ONLINE Ref No 653512284120 -AXIS",X2225,653512284120,27594.58,Credit,05Sep26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X1788-credited by Rs.22623.68 on 23May26 transfer from SPOTIFY INDIA Ref No 877223381295 -AXIS",X1788,877223381295,22623.68,Credit,23May26,NaN,Miscellaneous,AXIS
"Dear HDFC User, your A/c X9803-credited by Rs.3418.38 on 27Sep26 transfer from NETFLIX INDIA Ref No 286460098408 -PNB",X9803,286460098408,3418.38,Credit,27Sep26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X2833-credited by Rs.19323.57 on 16Feb26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 725608979913 -SBI",X2833,725608979913,19323.57,Credit,16Feb26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X3865-credited by Rs.23503.3 on 25Jan26 transfer from SWIGGY LIMITED Ref No 588386656552 -HDFC",X3865,588386656552,23503.3,Credit,25Jan26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X6944-credited by Rs.35426.04 on 15Mar26 transfer from PHYSICS WALLAH Ref No 507887467299 -KOTAK",X6944,507887467299,35426.04,Credit,15Mar26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X2878-credited by Rs.6081.25 on 19Apr26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 782071173181 -ICICI",X2878,782071173181,6081.25,Credit,19Apr26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X5747-credited by Rs.5319.59 on 18Apr26 transfer from PHYSICS WALLAH Ref No 111681454907 -ICICI",X5747,111681454907,5319.59,Credit,18Apr26,NaN,Miscellaneous,SBI
Transaction successful. Rs.27206.00 transferred to CULT FIT Ref No 803707919837,NaN,803707919837,27206.00,Debit,NaN,CULT FIT,Fitness,NaN
Transaction successful. Rs.40420.00 transferred to RELIANCE JIO INFOCOMM Ref No 547352357946,NaN,547352357946,40420.00,Debit,NaN,RELIANCE JIO INFOCOMM,Recharge,NaN
"Dear AXIS User, your A/c X8411-credited by Rs.5183.65 on 01Jun26 transfer from ZOMATO LIMITED Ref No 603197827217 -SBI",X8411,603197827217,5183.65,Credit,01Jun26,LIMITED,Miscellaneous,SBI
"Dear PNB User, your A/c X4923-credited by Rs.29658.9 on 03Mar26 transfer from GROWW INVESTMENTS Ref No 721454238864 -ICICI",X4923,721454238864,29658.9,Credit,03Mar26,NaN,Miscellaneous,ICICI
Your A/c XX6108 is debited by Rs.10902.00 on 29Mar26 towards SPOTIFY INDIA - ICICI Bank,XX6108,NaN,10902.00,Debit,29Mar26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X1353 debited by 49783.00 on date 07Apr26 trf to Amit Kumar Refno 697249451722 If not u? call-1800111109 - SBI,X1353,697249451722,49783.00,Debit,07Apr26,AMIT KUMAR,Personal Transfer,SBI
UPI Txn Successful. Rs.12516.00 debited from A/c XX2812 towards UDEMY INDIA Ref 814460782621,XX2812,814460782621,12516.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear ICICI User, your A/c X3389-credited by Rs.5098.55 on 06Jan26 transfer from GROWW INVESTMENTS Ref No 377320022611 -KOTAK",X3389,377320022611,5098.55,Credit,06Jan26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X1076-credited by Rs.47534.61 on 19Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 615373046122 -HDFC",X1076,615373046122,47534.61,Credit,19Mar26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X7639-credited by Rs.41212.66 on 28May26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 208015101451 -SBI",X7639,208015101451,41212.66,Credit,28May26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X6627-credited by Rs.4768.82 on 20Sep26 transfer from ANGEL ONE LIMITED Ref No 881112988641 -AXIS",X6627,881112988641,4768.82,Credit,20Sep26,NaN,Miscellaneous,AXIS
Rs.17672.00 debited from A/c XX6965 on 14Mar26 towards PM CARES FUND UPI Ref 437699453373. HDFC Bank,XX6965,437699453373,17672.00,Debit,14Mar26,PM CARES FUND,Donation,HDFC
"Dear ICICI User, your A/c X9683-credited by Rs.27663.11 on 19Sep26 transfer from PAYTM PAYMENTS BANK Ref No 710926474409 -HDFC",X9683,710926474409,27663.11,Credit,19Sep26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.46684.00 debited from A/c XX7147 towards DMART READY Ref 404186846674,XX7147,404186846674,46684.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear ICICI User, your A/c X7748-credited by Rs.44732.52 on 11Mar26 transfer from PHONEPE PRIVATE LIMITED Ref No 339828012784 -KOTAK",X7748,339828012784,44732.52,Credit,11Mar26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X1610-credited by Rs.9375.84 on 12May26 transfer from ZOMATO LIMITED Ref No 696297002155 -ICICI",X1610,696297002155,9375.84,Credit,12May26,LIMITED,Miscellaneous,ICICI
Dear UPI user A/C X1696 debited by 19395.00 on date 23Jun26 trf to BIGBASKET Refno 850134378139 If not u? call-1800111109 - SBI,X1696,850134378139,19395.00,Debit,23Jun26,BIGBASKET,Groceries,SBI
"Dear KOTAK User, your A/c X9930-credited by Rs.42027.5 on 20Jun26 transfer from PHYSICS WALLAH Ref No 264460055901 -AXIS",X9930,264460055901,42027.5,Credit,20Jun26,NaN,Miscellaneous,AXIS
"Dear AXIS User, your A/c X5685-credited by Rs.10897.31 on 18Nov26 transfer from SWIGGY LIMITED Ref No 524184384578 -SBI",X5685,524184384578,10897.31,Credit,18Nov26,NaN,Miscellaneous,SBI
Dear UPI user A/C X1792 debited by 44440.00 on date 30Mar26 trf to RAPIDO RIDE Refno 576385453580 If not u? call-1800111109 - SBI,X1792,576385453580,44440.00,Debit,30Mar26,RAPIDO RIDE,Travel,SBI
"Dear ICICI User, your A/c X7149-credited by Rs.48075.83 on 25Feb26 transfer from UNACADEMY Ref No 266861703987 -KOTAK",X7149,266861703987,48075.83,Credit,25Feb26,NaN,Miscellaneous,ICICI
Your A/c XX6808 is debited by Rs.6225.00 on 17Mar26 towards INDIAN OIL - ICICI Bank,XX6808,NaN,6225.00,Debit,17Mar26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X1492-credited by Rs.37826.61 on 09Mar26 transfer from BIGBASKET ONLINE Ref No 166197051941 -AXIS",X1492,166197051941,37826.61,Credit,09Mar26,NaN,Miscellaneous,HDFC
Payment of Rs.49063.00 successful to ISKCON via UPI Ref 374692381653,NaN,374692381653,49063.00,Debit,NaN,ISKCON VIA UPI,Recharge,NaN
"Dear HDFC User, your A/c X1969-credited by Rs.23579.15 on 06Nov26 transfer from FLIPKART INTERNET PVT LTD Ref No 736493899289 -SBI",X1969,736493899289,23579.15,Credit,06Nov26,NaN,Miscellaneous,SBI
Rs.12147.00 debited from A/c XX1374 on 08Mar26 towards ZEPTO MARKETPLAC UPI Ref 762756910070. HDFC Bank,XX1374,762756910070,12147.00,Debit,08Mar26,ZEPTO MARKETPLAC,Groceries,HDFC
Your A/c XX1898 is debited by Rs.37628.00 on 16Jan26 towards UDEMY INDIA - ICICI Bank,XX1898,NaN,37628.00,Debit,16Jan26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X2854-credited by Rs.25352.1 on 02Feb26 transfer from PAYTM PAYMENTS BANK Ref No 225674226564 -ICICI",X2854,225674226564,25352.1,Credit,02Feb26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X4687-credited by Rs.6641.24 on 20May26 transfer from AMAZON PAY INDIA Ref No 538576078185 -PNB",X4687,538576078185,6641.24,Credit,20May26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X9991-credited by Rs.3930.11 on 26May26 transfer from PAYTM PAYMENTS BANK Ref No 177995437701 -ICICI",X9991,177995437701,3930.11,Credit,26May26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.13396.00 transferred to RAPIDO RIDE Ref No 725027916611,NaN,725027916611,13396.00,Debit,NaN,RAPIDO RIDE,Travel,NaN
"Dear KOTAK User, your A/c X9014-credited by Rs.46888.89 on 10Mar26 transfer from AMAZON PAY INDIA Ref No 880300748672 -AXIS",X9014,880300748672,46888.89,Credit,10Mar26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X2559-credited by Rs.27194.63 on 04Jun26 transfer from PHONEPE PRIVATE LIMITED Ref No 173527919912 -ICICI",X2559,173527919912,27194.63,Credit,04Jun26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X6249 debited by 48777.00 on date 31Jan26 trf to SHELL INDIA Refno 432523860955 If not u? call-1800111109 - SBI,X6249,432523860955,48777.00,Debit,31Jan26,SHELL INDIA,Fuel,SBI
Your A/c XX3955 is debited by Rs.18554.00 on 20Feb26 towards ZEPTO MARKETPLAC - ICICI Bank,XX3955,NaN,18554.00,Debit,20Feb26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X3909 debited by 28648.00 on date 07Apr26 trf to ZEPTO MARKETPLAC Refno 698722814994 If not u? call-1800111109 - SBI,X3909,698722814994,28648.00,Debit,07Apr26,ZEPTO MARKETPLAC,Groceries,SBI
